username,time_posted,title,price,description,status
xxxxxxinzzzzz,yesterday,Apple Watch Series 4 44mm Cellular and WiFi,900,Apple Watch Series 44mm Cellular and WiFi Stainless Steel Milanese Loop  Stainless Steel Case Still under Apple Care till 13 Oct 2020  Retail Price of Watch: $1229 Retail Price of Apple Care: $138 Total cost: $1367,Used
lailai08,11 days ago,Apple Watch charger wire magnetic dual,25,Compatible with Apple Watch series 1 2 3 4  Can charge iPhone lightning cable at the same time  Just plug in USB power to use,New
thegabbleshop,11 days ago,🚚 Apple Watch 44mm case,10,Features: 100% Brand New and High Quality Material: TPU Make from high quality durable material to give excellent protection.. High Quality TPU Case for Apple Watch Provides easy access to all functions without having to remove the case. Easy to remove and install  For your Watch to create a fashion,New
pyjlll,6 days ago,Apple Watch Series 4 WiFi 44mm,200,"Price is nett   The screen crack, still can be used. Does not affect the sensitivity  Repair can be done for $258 @ Chinatown   Warranty until oct 2018  Full set with box   self collect at Jurong Point ",Used
frozenkopi,6 days ago,Apple Watch Series 4 - 44mm (New),"1,100",Space Black Stainless Steel Case with Space Black Milanese Loop. Bought at 1230.Complete set with box and warranty,New
nurulfiona24,7 days ago,Brand New Apple Watch Series 4,"1,100","• Selling at SGD1100 / USD869.91  • Brand New Unopened Packaging &amp; Product • GPS &amp; Cellular • Price Negotiable  • Only Meet Up  My sister bought it during her trip to New York in June 2019. However, M1 does not support e-sim card for Apple Watch. ",New
mirarin,7 days ago,Apple Watch Series 4 44mm with cellular data,750,Brand New in Box! Interested please chat me,New
imobilerepair_sg_,5 days ago,Apple Watch Repair and Replacement,48,We Expert in Apple Watch Replacement &amp; Repair * Quick Replacement at 30min   We are open from Monday to Sunday. 11am to 9pm daily. We are located at Blk 34 Upper Cross street #01-142. 3mins walking distance from Chinatown MRT exit C.   Battery Replacement  Series 1 = $48  Series 2 = $58  Series 3 = ,
rentswitch.sg,8 days ago,Apple Watch Series 4 40mm Black,579,Got it as a gift. Used it for a month.   I have 3 bands included + free screen protector and silicon case,Used
fifiong76,21 days ago,Apple watch series 4 GPS,550,BNIB Apple watch series 4 space grey aluminum case with black sport band.  40mm.  Brand new.  Warranty by apple  Cash and carry.,New
kc_electronics,2 days ago,Elago w3 stand for Apple Watch,10,Product description 1  Features &amp; details VINTAGE DESIGN: View your Apple Watch display through a blast from the past. The display lines up perfectly to seem as though it is the display of an old Apple monitor. EASY TO USE: Simply place your Apple Watch on the stand to charge your watch; keep this s,New
geekykitty,9 days ago,Apple Watch Series 4 Strap + Face Case,15,Apple Watch Type: Series 4 Face Dimension: 40mm Material: Silicone Colours available:  - Black - White - Light Pink - Maroon - Midnight Blue  Note: All straps come with a matching face case. Swipe to the last picture for steps on how to fix the face case.   **PREORDERS ONLY** Waiting time: 2-3 Weeks,New
apple9gadgets,17 days ago,(GSS) Apple Watch Band Series 4/3/2/1 Silicon Sport Wrist Strap 42/44 mm,10.50,Great Singapore Sales!!!  Apple Watch Band Series 4/3/2/1 Silicon Sport Wrist Strap 42/44 mm  Description: 1. Premium silicone rubber with high quality texture; feels comfortable the same as original durable; light weight and dry fast from sweat.  2. Perfect replacement sport bracelet for Apple Watc,New
apple9gadgets,17 days ago,GSS Apple Watch Band Series 4/3/2/1 Silicon Sport Wrist Strap 38/40 mm,10.50,Apple Watch Band Series 4/3/2/1 Silicon Sport Wrist Strap 38/40 mm  Description: 1. Premium silicone rubber with high quality texture; feels comfortable the same as original durable; light weight and dry fast from sweat.  2. Perfect replacement sport bracelet for Apple Watch series 4/3/2/1; Apple Wa,New
mrapplestraps,yesterday,"[READY STOCK] White Silicone Rubber apple watch strap for series 3 38mm, series 4 40mm, series 1-4, 38mm-44mm size all available",14,"⌚Elite watch accesories 100%quality control ⌚High quality Silicone rubber ⌚READY STOCK (INSTOCK) ⌚11 COLORS TO CHOOSE FROM ⌚Red/Orange/Pink/Light Blue/Midnight Blue/Black/Lavender/Lilac/Walnut/White ⌚STRAP ONLY ✔100 5 STAR REVIEWS!  This listing is White silicone strap!  ***BRAND NEW, UNUSED***  Dim",New
welcomehomecasing,3 days ago,Fire sales Apple Iwatch strap / apple watch series 3/4,10,40mm iwatch Series 4 fit for 38mm iwatch Series 3 2 1 44mm iwatch Series 4 fit for 42mm iwatch Series 3 2 1  New nato design by JANSIN  Model Black grey Price $10 Mailing $1.50  Do tell me your model,New
kenshinx,12 days ago,Unopened Cellular Apple Watch Series 4 44mm,690,"Silver Aluminium Case with White Sport Band (GPS + Cellular)  Brand new, unopened box in original factory shrinkwrap.   Warranty is activated only when you first sync your watch to your phone  Cellular version compatible with SINGTEL &amp; STARHUB  Get a cellular model for less than the cost of a GPS-on",New
lox_enterprise,6 days ago,E0160 FIRENEW APPLE WATCH POWER BANK Compatible Apple Watch Series 4 3 2 1 44mm 40mm 42mm 38mm,42,📦 FREE NINJA VAN POSTAGE TO YOUR DOOR STEP 📦   Pocket Size Apple Watch Portable Charger: The pocket size will be portable for your all apple watch series when you’re outside and on sporting time also very easy to put in pocket and bag on to go. The wireless magnet charging method provide you an uniq,New
speciallyforbabymumny,7 days ago,(E1193) Simpeak Stainless Steel Band Strap Compatible Apple Watch 38mm 40mm Series 1 Series 2 Series 3 Apple Watch 4 - Rose Gold,30,"1.High quality material: Designed for Apple Watch 38mm Series 1(2015),Series 2(2016),Series 3(2017). The band is consists of premium stainless steel which are polished by a number of processes and colored by vacuum plating. Compared to rubber band, this stainless steel watch band has better breathab",New
s_mobile,18 hours ago,New 44mm Apple Watch Series 4 GPS+CELL(630sgd),630,Hi to all I am selling my new 44mm Apple Watch Series 4 Space Grey Aluminium GPS+Cellular.  This is a Apple new direct swop set.  Item is still under warranty till 04/03/2020.  Item comes with the watch face itself and the charging cable. Able to use either 42mm/44mm straps.  Trades with certain App,New
anythingthing,10 days ago,Apple Watch Series 3 38mm Space Gray,310,Selling an apple watch series 3 38mm space grey aluminium gray sport band (GPS)  Used rarely. Only used the cable and the watch. The extra strap and adaptor is unused as seen in picture 2.  Internal Condition: 10/10 - everything works fine and no lagging etc.  External Condition: 9/10 - 1 tiny scrat,Used
yohmui_,13 days ago,Apple Watch Series 4 Nike + 44mm Black,620,"Apple Watch Nike+ GPS .   Opened box to check , tried once only . Perfect condition still .  44MM Nike Sports Band Warranty included ",New
hotdoglow,22 days ago,Apple Watch Series 4 Silver Aluminum Case Seashell Sport Loop 44MM,620,"Selling off a new Apple Watch series 4, just need the cash.  Pm me for more details ",New
thaianhngo,23 days ago,Apple Watch Series 4 GPS 40mm,550,Apple Watch Series 4 GPS 40mm. Just wear it once. Brand new.  ,New
welcomehomecasing,6 days ago,(Instock) Apple iwatch strap / Apple iwatch stainless steel jansin,16,"The superior quality durable replacement metal stainless steel Link Bracelet watch bands for Apple watch Series 1, Series 2/3/4 Sport and Edition. Easy to adjust the links without any tools, smooth surface of the band and is comfortable to wear. Costly double electroplating process instead of genera",New
mrapplestraps,18 days ago,"[READY STOCK] Silver Mileanese Magnetic Loop apple watch strap for series 3 38mm, series 4 44mm, all size series 1/2/3/4 44mm/42mm/40mm/38mm",23,⌚Elite watch accesories 100%quality control ⌚Strong magnetic grip ⌚READY STOCK ⌚4 colors available ⌚Silver/Black/Pink gold/Rose gold ⌚STRAP ONLY  Dimensions: 38mm/40mm/42mm/44mm ⌚Able to fit Apple watches series 1-4 All size  This color is Silver color in this listing :) (Please go all the way to la,New
mrapplestraps,11 days ago,"[READY STOCK] Apple watch sports loop Pink sand for iwatch series 4 40mm series 4 44mm, all sizes series 1/2/3/4, 38/40/42/44",18,⌚Elite watch accesories 100%quality control ⌚Strong Woven Nylon ⌚READY STOCK ⌚7 colors available ⌚Black/Seashell Grey/Red/Midnight Blue/Sand Pink/Indigo/Violet ⌚STRAP ONLY  All sizes are ready stock and available for collection right away.  This color is Pink Sand.   Dimensions: 38mm/40mm/42mm/44mm ,New
guoling2112,15 days ago,"(E2655)4 in 1 Charging Station, Wireless Charger for iPhone8/x/Xs/Xs Max, Samsung Galaxy S9//S8/S7,Charger for AirPods/iWatch Series 2/3/Nike+/Edition(Not 4&1)(Black)",35,"⛄️4-IN-1 WIRELESS CHARGING STATION:The ultra-minimal design style， only needs one power adapter cable to charge AirPods, iWatch, iPhone and other smartphones with wireless charging. Put away the complicated charging line and open a clean and tidy desktop era ⛄️INTEGRATED DESIGN OF IWATCH AND AIRPODS",New
worldround,19 days ago,Apple Series 4 Nike+,560,Brand new. Unopened.  Series 4 Space Gray Aluminium Case Anthracite/Black Nike Sport Band Model: A1977 Size 40mm  Includes: Apple Watch Band Charging Cable &amp; USB Power Adapter  Requires iPhone 5s or later with iOS 12 or later,New
mytimetosell,23 days ago,"Apple Watch Band Catalyst Sport for 42 Series 1, 2, 3, 4",38,"still like new (open to try only) SPORT BAND FOR 42MM APPLE WATCH Compatible with Series 1, 2, 3 and new Series 4 ",New
s_mobile,18 hours ago,Back Cracked Series 4 40mm GPS Gold Aluminium(320sgd),320,Hi to all I am selling my 40mm Apple Watch Series 4 Gold Aluminium GPS.  Item is still under warranty till 15/10/2019.  Back of the watch is cracked as shown hence the low price. Other than that everything is still working fine.  Comes with the full box original set.   Trades with certain Apple Prod,Used
amazing.gadgets,6 days ago,(K352) Wireless C Mobile Phone/Watch Charging Pad,46,"Colour: Black   2in1 Charger: Charges your Apple watch and iPhone X, iPhone XS, iPhone XS MAX, iPhone XR, iPhone 8 /8 Plus, or other qi-enabled devices at the same time. [ATTENTION]: Do not connect with original Apple adapter, must connect with 9V2A, 9V1.67A QC 2.0/QC 3.0 adapter or an adapter great",New
vonvonzz,24 days ago,🚚 Apple Watch Series 4 44mm LiquidSkin Screen Protector,15,Brand new 6 pieces in one pack  Suitable for 44mm apple Watch Series 4,New
sidewalkray,7 days ago,Apple Watch Series 3,320,Please refer to the photos and product description before asking questions.   Apple Watch Series 3  Space Grey 42mm Wifi only.  AppleCare Plus valid till mid October  Comes with 1. screen protector on the touch screen. 2. Original box 4. Original wireless cable &amp; charger set  Will only respond to  1,Used
828minishop,2 days ago,Wireless Charge Dock for Apple iPhone & Watch-Fast Charging,20,"BNIB  ** Box Sightly dented due to Shipping.**  【2 in 1 Wireless Charger】 Double wireless charger design allows you charge your Apple Watch and cellphone wirelessly at the same time, This fast Qi wireless charger support both Apple Watch Series /12/3 /4 and Qi-enable phone with fast charging technol",New
sonofcush,18 days ago,Apple Watch Winding Charging Base Storage Box Stand Silicone Bracket,16.99,"Winding Charging Base Storage Box Stand Silicone Bracket For Apple Watch  Portable Case made by PU surface material . Charging Docking made of soft silicone rubber,not easily infected with dirt stains. Easy to clean.Convenient to carry. Protect your watch from scratches while traveling, going to the",New
hepi_man,17 days ago,Selling Brand New Apple Watch Series 4 [BNIB],720,"Brand new sealed set Apple Watch Series 4 44MM, GPS + Cellular, Space Grey Aluminium Case, Black Sport Band for Sales  Low ball will be ignored  PM for details  Deal at Somerset MRT or 313@Somerset, Weekday between 10am-5pm",New
kickyourballs,16 days ago,Apple Watch Series 4 (Nike edition),650,"•Used for 3 months •No dent,no scratches,no rust and no foreign object (SAF Joke) •Comes with Spigeon Rugged casing for the watch •Nike reflective velcro strap. •Comes with charger and box •44mm Cellular  •Space grey $640Fast deal @ Admiralty MRT ",Used
ohmapply,18 days ago,Apple Watch Series 4- 44mm GPS,600,"Apple Watch series 4 Space grey 44mm   Brand new in box sealed.  No receipt, no nego, no trade.  1 year Warranty start from the day you start pairing (activation).   Will only reply to $600 Meet up at Yck-Bishan or Labrador Park mrt. ",New
daddadc2011,16 days ago,Apple Watch Strap (BNIB) - Sport Loop,75,"Brand New. Unopened. Strap Only, Watch not included.  Apple Watch Pride Edition Sport Loop. Type : Hook and Loop Color : Pride Strap size : Regular, fits 145mm - 220mm wrists Compatible with : Series 3 (42mm case) and Series 4 (44mm case).   Soft, breathable &amp; lightweight, the Sport Loop features a ",New
belispree,18 days ago,Brand New Donutella Adios Mummy Custom Design TPU Wrist Strap Apple Watch Band 38mm 42mm for iWatch Series 4 3 2 1,65,"This is a custom designed Donutella, Adios Mummy printed on the band!  Custom made 38mm and 42mm high quality TPU Replacement Apple Watch Band. Please message the sizing you prefer (38mm or 42mm).   Suitable for all iWatch Series 1, 2, 3 &amp; 4.  Good for customisation and it's easy to install.  Featur",New
yun93,19 days ago,"🚚 (E2655)4 in 1 Charging Station, Wireless Charger for iPhone8/x/Xs/Xs Max, Samsung Galaxy S9//S8/S7,Charger for AirPods/iWatch Series 2/3/Nike+/Edition(Not 4&1)(Black)",35,"⛄️4-IN-1 WIRELESS CHARGING STATION:The ultra-minimal design style， only needs one power adapter cable to charge AirPods, iWatch, iPhone and other smartphones with wireless charging. Put away the complicated charging line and open a clean and tidy desktop era  ⛄️INTEGRATED DESIGN OF IWATCH AND AIRPOD",New
muhammad.yazid,17 days ago,🚚 Apple Watch Series 4 (44m) Nike Strap,550,44mm Space Grey Aluminium Case with NIKE Black Sport Band  Bought on 21 Dec 2018  Comes with Box,Used
amazing.gadgets,yesterday,"(E2789) Wireless Charger,2 in 1 Fast Qi Phone Wireless Charging Stand & Wireless Charging Dock Compatible for Apple iWatch Series 4/3/2/1 (Black)",40,"【2 in 1 Wireless Charger】 Double wireless charger design allows you charge your Apple Watch and cellphone wirelessly at the same time, This fast Qi wireless charger support both Apple Watch Series /12/3 /4 and Qi-enable phone with fast charging technology, Support phone case within 5MM.Please noted ",New
